20	593	8000	0	3	3	0	0
20	846	8000	0	3	3	0	0
24	139	8000	0	9	4	0	0
20	34	10000	0	2	3	0	1
23	953	8000	0	2	5	0	0
22	480	8000	0	1	5	0	0
23	413	45000	0	30	5	0	0
23	413	45000	0	30	5	0	0
23	413	45000	0	30	5	0	0
23	913	10000	0	9	5	0	0
22	36	10000	0	3	2	0	1
23	914	12000	0	9	5	0	0
23	914	12000	0	9	5	0	0
23	311	8000	0	4	3	0	0
23	913	10000	0	9	5	0	0
23	913	10000	0	9	5	0	0
23	413	45000	0	30	5	0	0
24	327	8000	0	1	3	0	0
24	327	8000	0	1	3	0	0
22	580	8000	0	130	2	0	0
22	36	8000	0	1	4	0	0
23	914	12000	0	9	5	0	0
21	527	8000	0	3	5	0	0
23	593	8000	0	4	5	0	0
25	47	8000	0	1	6	0	1
21	616	10000	0	6	5	0	0
21	525	10000	0	6	5	0	0
23	914	12000	0	9	5	0	0
23	913	10000	0	9	5	0	0
29	508	8000	0	1	5	0	1
29	508	8000	0	1	5	0	1
29	508	8000	0	1	5	0	1
29	508	8000	0	1	5	0	1
25	7	8000	0	73	3	0	0
22	341	8000	0	2	2	0	1
23	279	8000	0	4	6	1	1
21	713	8000	0	0	4	0	0
23	21	10000	0	5	3	0	0
25	532	20000	0	11	3	0	0
23	274	15000	0	9	1	0	0
26	463	8000	0	3	3	0	0
23	580	13000	0	7	5	0	0
25	476	8000	0	4	4	0	0
24	182	8000	0	3	6	0	0
22	285	10000	0	5	6	0	0
22	422	10000	0	5	6	0	0
25	530	8000	1	2	6	0	1
20	33	8000	0	2	3	0	0
24	33	8000	0	168	5	0	1
25	2	8000	0	2	2	0	1
21	208	8000	0	3	5	0	0
23	616	10000	0	5	7	1	0
23	616	10000	0	5	7	1	0
20	77	8000	1	3	2	0	1
21	345	10000	0	5	5	0	0
21	185	15000	0	10	2	0	0
21	730	8000	0	78	3	0	0
20	286	10000	0	5	4	0	0
24	712	12000	0	6	7	1	0
24	712	12000	0	6	7	1	0
22	15	8000	0	1	6	1	1
25	394	8000	0	4	6	1	0
25	393	8000	0	4	6	1	0
26	789	10000	0	4	6	1	0
24	783	8000	0	1	5	0	1
21	345	10000	0	5	5	0	0
24	529	40000	0	35	2	0	0
22	762	8000	0	4	4	0	0
24	993	10000	0	5	6	0	0
24	993	10000	0	5	6	0	0
22	584	8000	0	2	2	0	0
23	309	8000	0	4	6	0	0
22	710	10000	0	3	5	0	0
23	287	15000	0	9	6	0	0
22	580	30000	0	28	5	0	0
22	580	30000	0	28	5	0	0
22	36	80000	0	74	6	0	0
26	278	35000	0	24	2	0	0
22	38	12000	1	215	2	0	0
21	17	12000	0	9	3	0	0
22	9	15000	1	4	2	0	0
22	9	10000	0	7	2	0	0
22	9	12000	0	8	2	0	0
21	6	10000	0	8	2	0	0
20	797	10000	0	2	2	0	0
19	787	17000	0	12	2	0	0
19	788	17000	0	12	2	0	0
23	533	10000	0	3	2	0	0
21	975	10000	0	7	6	0	0
21	975	10000	0	7	6	0	0
24	993	10000	0	5	6	0	0
23	640	10000	0	6	5	0	0
26	705	40000	0	33	4	0	0
26	973	8000	0	3	2	0	1
23	976	17000	0	9	5	0	0
22	580	30000	0	28	5	0	0
22	580	30000	0	28	5	0	0
24	56	8000	0	75	2	0	0
23	286	17000	0	9	6	0	0
25	964	10000	0	4	5	0	0
22	581	10000	0	7	2	0	0
27	217	35000	0	27	2	0	0
28	224	40000	0	27	2	0	0
21	345	10000	0	5	5	0	0
21	345	10000	0	5	5	0	0
20	233	12000	0	5	2	1	0
20	607	12000	0	5	2	1	0
20	232	12000	0	5	2	1	0
25	986	12000	0	9	3	0	0
22	569	12000	0	6	2	0	0
21	635	10000	0	8	5	0	0
21	635	8000	0	5	5	0	0
21	46	12000	0	7	6	0	0
21	782	8000	1	2	6	0	0
21	46	12000	0	7	6	0	0
21	46	12000	0	7	6	0	0
21	780	8000	0	2	6	0	0
20	950	8000	0	5	3	0	0
22	424	15000	0	7	4	0	0
25	847	8000	0	3	2	0	0
24	758	10000	0	6	3	0	0
22	342	8000	0	2	4	0	1
21	286	8000	0	3	4	0	0
21	286	8000	0	74	4	0	0
23	355	10000	1	6	4	0	0
21	9	8000	0	3	5	0	0
26	20	8000	0	2	5	0	0
26	20	8000	0	2	5	0	0
26	20	8000	0	2	5	0	0
26	20	8000	0	2	5	0	0
23	721	8000	0	2	2	0	0
23	983	15000	0	11	6	0	0
20	582	8000	0	4	5	0	0
23	900	8000	0	2	5	0	0
23	900	8000	0	2	5	0	0
23	900	8000	0	2	5	0	0
23	900	8000	0	2	5	0	0
23	705	10000	0	73	5	0	0
24	952	8000	0	2	5	0	0
21	938	8000	0	4	6	0	0
26	528	12000	0	7	4	0	0
25	451	8000	0	0	5	0	0
22	666	8000	0	3	2	0	0
23	130	10000	0	3	2	0	0
25	974	8000	0	4	2	0	0
24	32	8000	0	177	5	0	1
23	593	12000	0	6	1	0	0
22	459	10000	0	5	5	0	0
22	207	12000	0	9	6	0	0
21	288	13000	0	5	3	0	0
23	459	10000	0	77	5	0	0
22	586	8000	0	5	5	0	0
22	231	15000	0	10	6	0	0
24	703	8000	0	3	2	0	0
23	891	18000	0	12	1	0	0
20	681	8000	0	3	2	0	0
21	901	12000	0	3	6	0	0
21	563	10000	0	5	5	0	0
21	287	10000	0	3	3	0	0
23	459	10000	0	77	5	0	0
23	459	10000	0	77	5	0	0
23	459	10000	0	77	5	0	0
25	547	8000	0	4	7	0	0
22	978	10000	0	77	5	0	0
21	823	8000	0	106	5	0	0
25	988	12000	1	7	2	0	0
27	758	10000	0	252	1	0	1
25	182	8000	0	6	3	0	0
23	164	8000	0	0	6	0	0
24	225	10000	1	3	3	0	0
27	715	15000	0	10	3	0	0
23	117	8000	0	1	4	0	0
22	399	88000	0	84	4	0	0
22	529	10000	0	0	5	0	0
22	226	10000	0	6	5	0	0
23	630	12000	0	4	2	0	0
22	978	10000	0	77	5	0	0
22	978	10000	0	77	5	0	0
22	978	10000	0	77	5	0	0
23	79	10000	0	8	6	0	0
21	525	12000	0	58	5	0	0
21	525	12000	0	58	5	0	0
22	77	10000	0	6	4	0	0
20	38	10000	1	119	2	0	1
21	638	10000	0	109	4	0	0
21	634	10000	0	109	4	0	0
21	735	20000	0	5	6	0	0
21	735	20000	0	5	6	0	0
20	211	8000	0	3	6	0	0
25	637	8000	0	2	7	1	1
25	637	8000	0	2	7	1	1
21	884	10000	0	4	2	0	0
23	144	10000	0	4	2	0	0
23	990	10000	0	5	5	0	0
24	510	8000	0	3	5	0	0
23	197	10000	0	6	2	0	0
24	587	13000	0	9	7	0	0
21	735	20000	0	5	6	0	0
24	902	10000	0	4	5	0	0
24	902	10000	0	4	5	0	0
21	595	8000	0	69	3	0	0
24	63	8000	0	3	2	0	1
21	682	8000	1	2	3	0	1
23	65	10000	0	4	2	0	0
20	738	10000	0	4	3	0	0
21	553	8000	0	141	6	0	0
23	990	10000	0	5	5	0	0
23	990	10000	0	5	5	0	0
23	990	10000	0	5	5	0	0
24	902	10000	0	4	5	0	0
23	353	8000	0	6	7	1	1
24	414	10000	0	2	5	0	0
24	902	10000	0	4	5	0	0
23	560	8000	0	3	5	0	0
21	936	8000	0	110	6	0	0
20	740	10000	0	4	3	0	0
22	707	10000	0	165	4	0	0
20	231	8000	0	4	2	0	1
21	973	15000	0	88	2	0	0
22	663	8000	0	89	5	0	0
23	648	10000	0	78	2	0	0
